Timestamp,DeltaT_C,TempMotor_C,TempAmbienteEstimada_C
2025-11-17 03:21:08.322145,17.966,27.29,9.32403
2025-11-17 03:21:18.322145,19.2036,27.79,8.58642
2025-11-17 03:21:28.322145,27.5618,36.86,9.29822
2025-11-17 03:21:38.322145,17.4248,27.02,9.59519
2025-11-17 03:21:48.322145,23.2873,32.49,9.20269
2025-11-17 03:21:58.322145,29.3916,38.02,8.62837
2025-11-17 03:22:08.322145,20.5139,29.02,8.50608
2025-11-17 03:22:18.322145,22.8378,32.43,9.5922
2025-11-17 03:22:28.322145,30.4894,39.79,9.30063
2025-11-17 03:22:38.322145,20.9674,30.04,9.07263
2025-11-17 03:22:48.322145,23.7953,32.4,8.60466
2025-11-17 03:22:58.322145,22.7655,31.42,8.65449
2025-11-17 03:23:08.322145,16.1465,25.09,8.94348
2025-11-17 03:23:18.322145,21.6736,30.91,9.23635
2025-11-17 03:23:28.322145,21.115,30.49,9.37501
2025-11-17 03:23:38.322145,28.7965,37.81,9.01352
2025-11-17 03:23:48.322145,24.3756,33.72,9.34443
2025-11-17 03:23:58.322145,20.8138,29.43,8.61621
2025-11-17 03:24:08.322145,15.5341,25.06,9.52588
2025-11-17 03:24:18.322145,16.2033,25.3,9.09674
2025-11-17 03:24:28.322145,18.1331,26.77,8.63687
2025-11-17 03:24:38.322145,20.0924,29.28,9.18765
2025-11-17 03:24:48.322145,22.9021,32.13,9.22794
2025-11-17 03:24:58.322145,19.4101,28.86,9.4499
2025-11-17 03:25:08.322145,19.4001,28.02,8.61986
2025-11-17 03:25:18.322145,19.6543,28.55,8.89572
2025-11-17 03:25:28.322145,24.8262,33.76,8.93381
2025-11-17 03:25:38.322145,21.3423,30.36,9.01775
2025-11-17 03:25:48.322145,16.6583,26.11,9.4517
2025-11-17 03:25:58.322145,27.8398,37.21,9.37022
2025-11-17 03:26:08.322145,25.9275,34.97,9.04248
2025-11-17 03:26:18.322145,17.3779,26.27,8.89209
2025-11-17 03:26:28.322145,29.3306,38.75,9.41936
2025-11-17 03:26:38.322145,19.7446,28.41,8.66543
2025-11-17 03:26:48.322145,16.6294,25.29,8.66057
2025-11-17 03:26:58.322145,25.662,34.28,8.61803
2025-11-17 03:27:08.322145,26.021,35.52,9.49897
2025-11-17 03:27:18.322145,15.5181,25.17,9.65188
2025-11-17 03:27:28.322145,25.0403,34.51,9.46965
2025-11-17 03:27:38.322145,20.3109,29.46,9.14914
2025-11-17 03:27:48.322145,27.3362,37.04,9.70375
2025-11-17 03:27:58.322145,22.2964,31.6,9.30363
2025-11-17 03:28:08.322145,21.4393,30.24,8.80069
2025-11-17 03:28:18.322145,18.1228,27.05,8.92716
2025-11-17 03:28:28.322145,30.0942,38.79,8.69578
2025-11-17 03:28:38.322145,25.7523,34.79,9.03766
2025-11-17 03:28:48.322145,18.7987,27.58,8.7813
2025-11-17 03:28:58.322145,27.3137,36.44,9.12626
2025-11-17 03:29:08.322145,19.6493,29.26,9.61071
2025-11-17 03:29:18.322145,24.2567,33.31,9.05334
2025-11-17 03:29:28.322145,21.5939,30.19,8.59615
2025-11-17 03:29:38.322145,18.1018,26.98,8.87818
2025-11-17 03:29:48.322145,25.7127,34.4,8.68728
2025-11-17 03:29:58.322145,23.4026,32.69,9.28742
2025-11-17 03:30:08.322145,27.3825,36.02,8.63748
2025-11-17 03:30:18.322145,18.1239,27.1,8.9761
2025-11-17 03:30:28.322145,16.3042,25.29,8.98576
2025-11-17 03:30:38.322145,15.7732,25.15,9.37681
2025-11-17 03:30:48.322145,27.9796,37.53,9.55039
2025-11-17 03:30:58.322145,20.4751,29.32,8.8449
2025-11-17 03:31:08.322145,19.0575,28.63,9.57249
2025-11-17 03:31:18.322145,30.1083,39.05,8.94166
2025-11-17 03:31:28.322145,21.71,31.07,9.36002
2025-11-17 03:31:38.322145,19.6927,28.58,8.88725
2025-11-17 03:31:48.322145,18.3754,26.89,8.5146
2025-11-17 03:31:58.322145,24.5997,34.22,9.62026
2025-11-17 03:32:08.322145,20.4314,30.02,9.58862
2025-11-17 03:32:18.322145,22.7342,32.12,9.3858
2025-11-17 03:32:28.322145,18.9628,28.21,9.24717
2025-11-17 03:32:38.322145,24.2667,33.42,9.15335
2025-11-17 03:32:48.322145,19.4923,28.63,9.1377
2025-11-17 03:32:58.322145,22.6027,32.11,9.50734
2025-11-17 03:33:08.322145,23.7846,33.09,9.30543
2025-11-17 03:33:18.322145,31.0663,39.83,8.76372
2025-11-17 03:33:28.322145,18.2521,27.87,9.61787
2025-11-17 03:33:38.322145,16.3386,25.68,9.34143
2025-11-17 03:33:48.322145,26.5088,35.62,9.1112
2025-11-17 03:33:58.322145,16.8604,25.88,9.01956
2025-11-17 03:34:08.322145,20.0357,29.57,9.53425
2025-11-17 03:34:18.322145,23.3597,32.56,9.20028
2025-11-17 03:34:28.322145,30.4657,39.51,9.04429
2025-11-17 03:34:38.322145,22.3926,31.65,9.25739
2025-11-17 03:34:48.322145,27.2654,36.56,9.29462
2025-11-17 03:34:58.322145,23.853,32.84,8.98696
2025-11-17 03:35:08.322145,19.1994,28.5,9.30063
2025-11-17 03:35:18.322145,16.5284,26.2,9.67156
2025-11-17 03:35:28.322145,21.0969,29.84,8.74311
2025-11-17 03:35:38.322145,23.3581,32.58,9.22193
2025-11-17 03:35:48.322145,28.606,37.4,8.79402
2025-11-17 03:35:58.322145,15.8699,25.44,9.5701
2025-11-17 03:36:08.322145,18.7503,27.42,8.66968
2025-11-17 03:36:18.322145,25.7313,34.74,9.0087
2025-11-17 03:36:28.322145,18.6045,28.18,9.57548
2025-11-17 03:36:38.322145,17.4233,26.57,9.14673
2025-11-17 03:36:48.322145,28.4839,38.14,9.65606
2025-11-17 03:36:58.322145,18.6707,27.31,8.6393
2025-11-17 03:37:08.322145,21.0147,30.54,9.52528
2025-11-17 03:37:18.322145,20.1432,28.74,8.59676
2025-11-17 03:37:28.322145,23.3566,32.46,9.10337
2025-11-17 03:37:38.322145,30.7363,39.93,9.19366
2025-11-17 03:37:48.322145,25.1464,34.14,8.99361
2025-11-17 03:37:58.322145,29.5684,38.42,8.85155
2025-11-17 03:38:08.322145,26.0776,35.35,9.2724
2025-11-17 03:38:18.322145,17.6615,26.89,9.22854
2025-11-17 03:38:28.322145,25.7574,35.04,9.28261
2025-11-17 03:38:38.322145,16.5314,25.49,8.95858
2025-11-17 03:38:48.322145,30.5642,39.95,9.3858
2025-11-17 03:38:58.322145,23.5152,32.4,8.88483
2025-11-17 03:39:08.322145,23.9315,32.82,8.88846
2025-11-17 03:39:18.322145,16.5195,25.6,9.08047
2025-11-17 03:39:28.322145,29.8491,38.52,8.67089
2025-11-17 03:39:38.322145,27.0577,36.51,9.4523
2025-11-17 03:39:48.322145,29.5459,39.15,9.60414
2025-11-17 03:39:58.322145,20.1666,29.72,9.55338
2025-11-17 03:40:08.322145,21.959,31.44,9.48102
2025-11-17 03:40:18.322145,25.2799,33.8,8.52008
2025-11-17 03:40:28.322145,30.5993,39.12,8.52069
2025-11-17 03:40:38.322145,28.3528,37.6,9.24717
2025-11-17 03:40:48.322145,18.8798,27.95,9.07022
2025-11-17 03:40:58.322145,20.3212,29.74,9.41876
2025-11-17 03:41:08.322145,22.7261,31.78,9.05394
2025-11-17 03:41:18.322145,16.8594,26.16,9.30063
2025-11-17 03:41:28.322145,29.2758,38.52,9.24417
2025-11-17 03:41:38.322145,21.901,31.44,9.53903
2025-11-17 03:41:48.322145,21.5066,30.86,9.35343
2025-11-17 03:41:58.322145,21.9691,30.66,8.69093
2025-11-17 03:42:08.322145,24.2262,33.3,9.07384
2025-11-17 03:42:18.322145,17.9532,27.54,9.58683
2025-11-17 03:42:28.322145,24.1054,33.29,9.18464
2025-11-17 03:42:38.322145,17.6542,26.95,9.29582
2025-11-17 03:42:48.322145,18.5338,28.16,9.62623
2025-11-17 03:42:58.322145,28.1374,37.61,9.47265
2025-11-17 03:43:08.322145,18.9591,27.81,8.85095
2025-11-17 03:43:18.322145,28.1368,37.39,9.25318
2025-11-17 03:43:28.322145,30.9,39.47,8.56999
2025-11-17 03:43:38.322145,23.2481,32.78,9.53186
2025-11-17 03:43:48.322145,29.3127,38.82,9.50734
2025-11-17 03:43:58.322145,26.1159,35.06,8.94408
2025-11-17 03:44:08.322145,16.2317,25.88,9.6483
2025-11-17 03:44:18.322145,25.7939,34.39,8.59615
2025-11-17 03:44:28.322145,26.6009,35.31,8.70913
2025-11-17 03:44:38.322145,18.6993,28.16,9.46068
2025-11-17 03:44:48.322145,20.5614,29.82,9.25859
2025-11-17 03:44:58.322145,28.8731,37.79,8.91688
2025-11-17 03:45:08.322145,21.1947,30.62,9.42535
2025-11-17 03:45:18.322145,18.0581,27.01,8.95193
2025-11-17 03:45:28.322145,25.9692,34.6,8.6308
2025-11-17 03:45:38.322145,29.5484,38.34,8.7916
2025-11-17 03:45:48.322145,24.4547,33.88,9.42535
2025-11-17 03:45:58.322145,23.3904,32.3,8.90963
2025-11-17 03:46:08.322145,26.5502,35.96,9.40977
2025-11-17 03:46:18.322145,26.8156,36.13,9.31443
2025-11-17 03:46:28.322145,31.3791,39.96,8.58094
2025-11-17 03:46:38.322145,20.8629,30.43,9.56712
2025-11-17 03:46:48.322145,21.9476,31.31,9.36242
2025-11-17 03:46:58.322145,25.7926,35.38,9.58743
2025-11-17 03:47:08.322145,23.5751,32.77,9.19487
2025-11-17 03:47:18.322145,27.7904,36.91,9.11963
2025-11-17 03:47:28.322145,19.6275,29.09,9.46247
2025-11-17 03:47:38.322145,19.2454,28.08,8.8346
2025-11-17 03:47:48.322145,20.3188,29.92,9.60116
2025-11-17 03:47:58.322145,22.0386,30.58,8.54139
2025-11-17 03:48:08.322145,16.8123,25.83,9.01775
2025-11-17 03:48:18.322145,27.7163,36.48,8.76372
2025-11-17 03:48:28.322145,23.753,33.05,9.29702
2025-11-17 03:48:38.322145,20.5808,29.11,8.52922
2025-11-17 03:48:48.322145,24.6215,34.09,9.46846
2025-11-17 03:48:58.322145,26.0973,34.97,8.87273
2025-11-17 03:49:08.322145,27.541,36.45,8.90902
2025-11-17 03:49:18.322145,20.8781,29.97,9.09192
2025-11-17 03:49:28.322145,20.3188,29.62,9.30123
2025-11-17 03:49:38.322145,18.2012,27.53,9.32883
2025-11-17 03:49:48.322145,30.4554,39.64,9.18464
2025-11-17 03:49:58.322145,27.0521,35.74,8.68789
2025-11-17 03:50:08.322145,26.1214,35.41,9.28862
2025-11-17 03:50:18.322145,27.9513,37.16,9.2087
2025-11-17 03:50:28.322145,16.8045,25.85,9.0455
2025-11-17 03:50:38.322145,26.021,35.04,9.01895
2025-11-17 03:50:48.322145,24.2107,33.73,9.5193
2025-11-17 03:50:58.322145,29.3015,38.15,8.84853
2025-11-17 03:51:08.322145,25.8329,34.37,8.53713
2025-11-17 03:51:18.322145,31.1548,39.99,8.83521
2025-11-17 03:51:28.322145,17.1652,26.44,9.27481
2025-11-17 03:51:38.322145,20.1742,29.66,9.48581
2025-11-17 03:51:48.322145,22.9682,32.27,9.30183
2025-11-17 03:51:58.322145,29.8334,38.72,8.88665
2025-11-17 03:52:08.322145,29.0912,38.45,9.35883
2025-11-17 03:52:18.322145,24.7945,34.5,9.70554
2025-11-17 03:52:28.322145,23.5598,32.68,9.12023
2025-11-17 03:52:38.322145,19.6245,28.41,8.78554
2025-11-17 03:52:48.322145,27.6898,37.35,9.66023
2025-11-17 03:52:58.322145,18.3454,27.58,9.23455
2025-11-17 03:53:08.322145,26.4092,35.32,8.91084
2025-11-17 03:53:18.322145,20.7669,29.81,9.04309
2025-11-17 03:53:28.322145,30.8256,39.76,8.93441
2025-11-17 03:53:38.322145,24.9116,34.61,9.69839
2025-11-17 03:53:48.322145,19.4778,29.11,9.6322
2025-11-17 03:53:58.322145,23.0382,31.9,8.86184
2025-11-17 03:54:08.322145,18.4268,27.06,8.63323
2025-11-17 03:54:18.322145,28.2754,37.24,8.96462
2025-11-17 03:54:28.322145,17.7827,26.61,8.82734
2025-11-17 03:54:38.322145,24.4421,32.95,8.5079
2025-11-17 03:54:48.322145,30.4247,39.99,9.56533
2025-11-17 03:54:58.322145,24.02,33.35,9.33003
2025-11-17 03:55:08.322145,29.2936,38.56,9.2664
2025-11-17 03:55:18.322145,24.9497,34.42,9.47025
2025-11-17 03:55:28.322145,21.6467,30.52,8.87334
2025-11-17 03:55:38.322145,17.8022,26.43,8.62776
2025-11-17 03:55:48.322145,23.9269,32.9,8.97308
2025-11-17 03:55:58.322145,17.7451,27.4,9.65487
2025-11-17 03:56:08.322145,30.1076,39.41,9.30243
2025-11-17 03:56:18.322145,24.0123,33.7,9.68766
2025-11-17 03:56:28.322145,22.7485,31.73,8.98153
2025-11-17 03:56:38.322145,24.4676,34.07,9.60235
2025-11-17 03:56:48.322145,22.9477,32.47,9.52229
2025-11-17 03:56:58.322145,24.7266,34.28,9.55338
2025-11-17 03:57:08.322145,29.0414,37.83,8.78857
2025-11-17 03:57:18.322145,17.4515,26.16,8.70853
2025-11-17 03:57:28.322145,18.8675,27.61,8.7425
2025-11-17 03:57:38.322145,17.3139,26.12,8.80614
2025-11-17 03:57:48.322145,31.3509,39.86,8.50912
2025-11-17 03:57:58.322145,23.2906,32.93,9.63936
2025-11-17 03:58:08.322145,28.2569,37.72,9.46307
2025-11-17 03:58:18.322145,28.7361,38.41,9.67395
2025-11-17 03:58:28.322145,19.8011,28.58,8.77888
2025-11-17 03:58:38.322145,25.368,35.07,9.70197
2025-11-17 03:58:48.322145,26.8198,36.07,9.25018
2025-11-17 03:58:58.322145,21.0718,30.06,8.98817
2025-11-17 03:59:08.322145,26.8733,36.31,9.43673
2025-11-17 03:59:18.322145,29.9503,38.82,8.86971
2025-11-17 03:59:28.322145,30.4574,39.09,8.63262
2025-11-17 03:59:38.322145,26.9274,35.95,9.02257
2025-11-17 03:59:48.322145,18.762,28.35,9.58802
2025-11-17 03:59:58.322145,19.3291,28.31,8.98093
2025-11-17 04:00:08.322145,20.1876,29.18,8.9924
2025-11-17 04:00:18.322145,25.5312,34.95,9.41876
2025-11-17 04:00:28.322145,28.9808,37.6,8.61925
2025-11-17 04:00:38.322145,17.7258,27.22,9.49419
2025-11-17 04:00:48.322145,20.7549,29.96,9.20509
2025-11-17 04:00:58.322145,23.1175,32.34,9.22253
2025-11-17 04:01:08.322145,27.8445,36.89,9.0455
2025-11-17 04:01:18.322145,31.0893,39.7,8.61074
2025-11-17 04:01:28.322145,28.591,38.13,9.53903
2025-11-17 04:01:38.322145,19.262,28.29,9.028
2025-11-17 04:01:48.322145,22.7973,32,9.20269
2025-11-17 04:01:58.322145,18.9698,28.37,9.40019
2025-11-17 04:02:08.322145,19.7873,28.84,9.05273
2025-11-17 04:02:18.322145,22.9051,31.71,8.80493
2025-11-17 04:02:28.322145,26.538,36.24,9.70197
2025-11-17 04:02:38.322145,24.3594,33.85,9.4906
2025-11-17 04:02:48.322145,24.8971,34.35,9.45289
2025-11-17 04:02:58.322145,23.2642,32.08,8.81583
2025-11-17 04:03:08.322145,25.2638,34.89,9.62623
2025-11-17 04:03:18.322145,16.5918,25.47,8.87818
2025-11-17 04:03:28.322145,28.416,37.21,8.79402
2025-11-17 04:03:38.322145,29.406,38.89,9.48402
2025-11-17 04:03:48.322145,18.3548,27.21,8.85519
2025-11-17 04:03:58.322145,17.7436,26.54,8.79645
2025-11-17 04:04:08.322145,26.0398,34.97,8.93018
2025-11-17 04:04:18.322145,28.2654,37.37,9.10457
2025-11-17 04:04:28.322145,16.4541,26.1,9.64592
2025-11-17 04:04:38.322145,18.9685,27.86,8.89149
2025-11-17 04:04:48.322145,30.8915,39.94,9.04851
2025-11-17 04:04:58.322145,25.5818,34.88,9.29822
2025-11-17 04:05:08.322145,17.683,26.5,8.81704
2025-11-17 04:05:18.322145,16.8124,26.11,9.29762
2025-11-17 04:05:28.322145,24.432,33.24,8.80796
2025-11-17 04:05:38.322145,27.9905,36.81,8.81947
2025-11-17 04:05:48.322145,26.2482,34.93,8.68182
2025-11-17 04:05:58.322145,16.3399,25.31,8.97006
2025-11-17 04:06:08.322145,18.3749,27.5,9.12505
2025-11-17 04:06:18.322145,30.2463,39.39,9.14372
2025-11-17 04:06:28.322145,16.9497,26.39,9.44032
2025-11-17 04:06:38.322145,23.4382,32.43,8.99179
2025-11-17 04:06:48.322145,22.0187,31.24,9.22133
2025-11-17 04:06:58.322145,29.056,38.69,9.63399
2025-11-17 04:07:08.322145,18.4013,27.61,9.2087
2025-11-17 04:07:18.322145,17.0385,26.48,9.44152
2025-11-17 04:07:28.322145,29.4448,38.86,9.41517
2025-11-17 04:07:38.322145,16.8592,26.26,9.40079
2025-11-17 04:07:48.322145,25.5203,34.96,9.43972
2025-11-17 04:07:58.322145,25.3375,34.43,9.09252
2025-11-17 04:08:08.322145,16.3181,25.78,9.46187
2025-11-17 04:08:18.322145,22.4684,31.22,8.7516
2025-11-17 04:08:28.322145,29.3028,38.7,9.39719
2025-11-17 04:08:38.322145,28.0563,37.59,9.53365
2025-11-17 04:08:48.322145,22.3084,31.34,9.03162
2025-11-17 04:08:58.322145,17.9106,27.6,9.68945
2025-11-17 04:09:08.322145,16.64,26.06,9.41996
2025-11-17 04:09:18.322145,16.6533,25.4,8.74674
2025-11-17 04:09:28.322145,26.6435,35.18,8.53652
2025-11-17 04:09:38.322145,17.4213,26.94,9.51871
2025-11-17 04:09:48.322145,18.86,27.56,8.70003
2025-11-17 04:09:58.322145,25.6581,34.48,8.82189
2025-11-17 04:10:08.322145,26.5739,35.77,9.19607
2025-11-17 04:10:18.322145,27.8172,36.4,8.58277
2025-11-17 04:10:28.322145,21.2612,29.96,8.69882
2025-11-17 04:10:38.322145,26.9927,35.82,8.82734
2025-11-17 04:10:48.322145,25.8223,35.51,9.68766
2025-11-17 04:10:58.322145,21.1172,30.5,9.38281
2025-11-17 04:11:08.322145,29.9072,39.46,9.55278
2025-11-17 04:11:18.322145,26.2711,34.88,8.60892
2025-11-17 04:11:28.322145,27.9144,37.46,9.54561
2025-11-17 04:11:38.322145,20.307,29.67,9.36302
2025-11-17 04:11:48.322145,27.2316,36.25,9.01835
2025-11-17 04:11:58.322145,26.5467,35.42,8.87334
2025-11-17 04:12:08.322145,20.1164,29.51,9.3936
2025-11-17 04:12:18.322145,28.1041,37.67,9.56592
2025-11-17 04:12:28.322145,18.8356,28.01,9.17441
2025-11-17 04:12:38.322145,30.0597,39.68,9.62026
2025-11-17 04:12:48.322145,22.6871,31.31,8.6229
2025-11-17 04:12:58.322145,22.4232,31.36,8.93683
2025-11-17 04:13:08.322145,21.6685,30.34,8.6715
2025-11-17 04:13:18.322145,26.3351,36.04,9.70495
2025-11-17 04:13:28.322145,19.5577,29.12,9.56234
2025-11-17 04:13:38.322145,29.587,38.14,8.55296
2025-11-17 04:13:48.322145,28.6179,37.77,9.15215
2025-11-17 04:13:58.322145,26.5958,35.48,8.88423
2025-11-17 04:14:08.322145,28.7006,37.81,9.10939
2025-11-17 04:14:18.322145,18.1544,27.44,9.28562
2025-11-17 04:14:28.322145,19.3027,28.53,9.22734
2025-11-17 04:14:38.322145,25.4138,34.67,9.25618
2025-11-17 04:14:48.322145,25.4353,34.45,9.01473
2025-11-17 04:14:58.322145,24.2793,33.37,9.09071
2025-11-17 04:15:08.322145,18.7647,27.9,9.13529
2025-11-17 04:15:18.322145,16.4081,26.02,9.6119
2025-11-17 04:15:28.322145,29.6535,38.6,8.9465
2025-11-17 04:15:38.322145,22.9476,32.22,9.2724
2025-11-17 04:15:48.322145,24.1611,32.9,8.73886
2025-11-17 04:15:58.322145,18.2772,26.88,8.60284
2025-11-17 04:16:08.322145,21.9084,31.46,9.55158
2025-11-17 04:16:18.322145,23.4987,32.32,8.82128
2025-11-17 04:16:28.322145,20.253,29.07,8.81704
2025-11-17 04:16:38.322145,27.862,37.34,9.47803
2025-11-17 04:16:48.322145,17.4562,26.58,9.12385
2025-11-17 04:16:58.322145,27.4139,36.22,8.80614
2025-11-17 04:17:08.322145,22.2156,31.69,9.47444
2025-11-17 04:17:18.322145,16.984,25.87,8.88604
2025-11-17 04:17:28.322145,23.6359,32.56,8.92414
2025-11-17 04:17:38.322145,20.7248,29.42,8.69518
2025-11-17 04:17:48.322145,17.5182,26.68,9.16178
2025-11-17 04:17:58.322145,17.3253,25.86,8.5347
2025-11-17 04:18:08.322145,25.5342,34.57,9.03585
2025-11-17 04:18:18.322145,23.4962,33.04,9.54381
2025-11-17 04:18:28.322145,18.5733,27.26,8.68668
2025-11-17 04:18:38.322145,28.4566,37.56,9.10337
2025-11-17 04:18:48.322145,25.1599,34.69,9.53007
2025-11-17 04:18:58.322145,30.0589,38.68,8.62107
2025-11-17 04:19:08.322145,17.9596,27.51,9.55039
2025-11-17 04:19:18.322145,29.5587,39.21,9.65129
2025-11-17 04:19:28.322145,28.2624,37.23,8.96764
2025-11-17 04:19:38.322145,23.648,33.19,9.54202
2025-11-17 04:19:48.322145,27.8614,36.39,8.52861
2025-11-17 04:19:58.322145,27.9194,37.22,9.30063
2025-11-17 04:20:08.322145,18.0553,26.68,8.62472
2025-11-17 04:20:18.322145,24.3745,33.57,9.19547
2025-11-17 04:20:28.322145,21.9566,31.37,9.41337
2025-11-17 04:20:38.322145,23.4716,32.64,9.1684
2025-11-17 04:20:48.322145,28.8161,38.02,9.20389
2025-11-17 04:20:58.322145,18.1383,27.06,8.92172
2025-11-17 04:21:08.322145,24.8421,33.42,8.5779
2025-11-17 04:21:18.322145,18.8587,28.51,9.65129
2025-11-17 04:21:28.322145,22.1751,31.02,8.8449
2025-11-17 04:21:38.322145,24.961,34.36,9.39899
2025-11-17 04:21:48.322145,24.1429,33.79,9.64711
2025-11-17 04:21:58.322145,20.2158,29.1,8.88423
2025-11-17 04:22:08.322145,22.5708,31.17,8.59919
2025-11-17 04:22:18.322145,19.2697,28.42,9.15034
2025-11-17 04:22:28.322145,28.3664,37.86,9.49359
2025-11-17 04:22:38.322145,26.565,35.52,8.95496
2025-11-17 04:22:48.322145,16.5454,25.28,8.73462
2025-11-17 04:22:58.322145,18.9024,28.46,9.55756
2025-11-17 04:23:08.322145,27.0329,36.46,9.42715
2025-11-17 04:23:18.322145,19.8948,28.41,8.51521
2025-11-17 04:23:28.322145,21.8069,30.76,8.95314
2025-11-17 04:23:38.322145,18.6516,27.77,9.11843
2025-11-17 04:23:48.322145,23.0118,32.43,9.41816
2025-11-17 04:23:58.322145,26.0986,35.44,9.34143
2025-11-17 04:24:08.322145,26.4884,35.81,9.32163
2025-11-17 04:24:18.322145,25.1705,33.69,8.51948
2025-11-17 04:24:28.322145,24.1684,33.8,9.6316
2025-11-17 04:24:38.322145,25.8243,34.88,9.05575
2025-11-17 04:24:48.322145,28.2078,37.39,9.18223
2025-11-17 04:24:58.322145,17.2019,26.72,9.51811
2025-11-17 04:25:08.322145,28.7342,37.77,9.03585
2025-11-17 04:25:18.322145,22.9496,31.55,8.6004
2025-11-17 04:25:28.322145,22.9575,31.91,8.95254
2025-11-17 04:25:38.322145,29.3233,38.07,8.74674
2025-11-17 04:25:48.322145,20.9454,30.43,9.48461
2025-11-17 04:25:58.322145,15.7394,25.01,9.2706
2025-11-17 04:26:08.322145,26.6428,35.71,9.06721
2025-11-17 04:26:18.322145,21.0162,30.56,9.54381
2025-11-17 04:26:28.322145,28.0842,37.07,8.98576
2025-11-17 04:26:38.322145,19.4602,28.29,8.82976
2025-11-17 04:26:48.322145,19.4167,28.29,8.87334
2025-11-17 04:26:58.322145,26.7467,35.9,9.15335
2025-11-17 04:27:08.322145,16.4143,25.09,8.67575
2025-11-17 04:27:18.322145,25.5718,34.29,8.71824
2025-11-17 04:27:28.322145,30.6208,39.88,9.25919
2025-11-17 04:27:38.322145,16.8526,26.2,9.34743
2025-11-17 04:27:48.322145,21.327,30.21,8.88302
2025-11-17 04:27:58.322145,23.1284,31.86,8.73158
2025-11-17 04:28:08.322145,23.2148,31.95,8.73522
2025-11-17 04:28:18.322145,17.5651,26.14,8.57486
2025-11-17 04:28:28.322145,25.8424,35.44,9.59758
2025-11-17 04:28:38.322145,29.4969,38.69,9.19306
2025-11-17 04:28:48.322145,22.7941,31.33,8.53591
2025-11-17 04:28:58.322145,29.1295,38.21,9.08047
2025-11-17 04:29:08.322145,20.3583,29.49,9.13168
2025-11-17 04:29:18.322145,28.9454,37.7,8.75463
2025-11-17 04:29:28.322145,27.6499,36.26,8.61013
2025-11-17 04:29:38.322145,26.1526,35.09,8.93743
2025-11-17 04:29:48.322145,20.6414,30.23,9.58862
2025-11-17 04:29:58.322145,26.8752,36.15,9.27481
2025-11-17 04:30:08.322145,28.9418,38.5,9.55816
2025-11-17 04:30:18.322145,18.8792,28.16,9.28081
2025-11-17 04:30:28.322145,24.651,33.99,9.33903
2025-11-17 04:30:38.322145,23.373,32.76,9.387
2025-11-17 04:30:48.322145,29.2024,37.79,8.58763
2025-11-17 04:30:58.322145,26.2927,35.73,9.43733
2025-11-17 04:31:08.322145,25.1462,34.17,9.02378
2025-11-17 04:31:18.322145,25.1039,33.7,8.59615
2025-11-17 04:31:28.322145,26.6739,35.87,9.19607
2025-11-17 04:31:38.322145,19.0341,28.12,9.08589
2025-11-17 04:31:48.322145,19.7127,29.37,9.65725
2025-11-17 04:31:58.322145,25.5766,34.93,9.35343
2025-11-17 04:32:08.322145,27.8039,36.51,8.7061
2025-11-17 04:32:18.322145,23.3461,33.02,9.67395
2025-11-17 04:32:28.322145,22.805,32.18,9.37501
2025-11-17 04:32:38.322145,18.6761,27.73,9.05394
2025-11-17 04:32:48.322145,26.9524,36.22,9.2676
2025-11-17 04:32:58.322145,16.3944,25.71,9.31563
2025-11-17 04:33:08.322145,25.0404,34.54,9.49957
2025-11-17 04:33:18.322145,20.0628,29.37,9.30723
2025-11-17 04:33:28.322145,27.5509,36.6,9.04912
2025-11-17 04:33:38.322145,17.545,26.8,9.25498
2025-11-17 04:33:48.322145,23.2166,31.82,8.60344
2025-11-17 04:33:58.322145,28.9243,37.6,8.67575
2025-11-17 04:34:08.322145,25.863,35.25,9.387
2025-11-17 04:34:18.322145,23.1867,31.84,8.65328
2025-11-17 04:34:28.322145,26.7722,35.84,9.06781
2025-11-17 04:34:38.322145,27.0436,35.76,8.71642
2025-11-17 04:34:48.322145,17.7791,27.01,9.23094
2025-11-17 04:34:58.322145,29.4736,38.27,8.79645
2025-11-17 04:35:08.322145,18.7016,27.87,9.1684
2025-11-17 04:35:18.322145,26.718,35.65,8.93199
2025-11-17 04:35:28.322145,21.035,30.11,9.07504
2025-11-17 04:35:38.322145,20.749,29.52,8.771
2025-11-17 04:35:48.322145,19.3832,28.32,8.93683
2025-11-17 04:35:58.322145,19.1826,27.93,8.74735
2025-11-17 04:36:08.322145,17.3885,26.08,8.69153
2025-11-17 04:36:18.322145,27.0372,36.07,9.03283
2025-11-17 04:36:28.322145,21.1563,30.2,9.04369
2025-11-17 04:36:38.322145,27.3051,36.13,8.82492
2025-11-17 04:36:48.322145,18.1343,27.34,9.20569
2025-11-17 04:36:58.322145,20.8008,29.4,8.59919
2025-11-17 04:37:08.322145,23.7057,32.49,8.78433
2025-11-17 04:37:18.322145,28.8291,38.06,9.23094
2025-11-17 04:37:28.322145,21.0056,29.55,8.54444
2025-11-17 04:37:38.322145,27.295,36.8,9.50495
2025-11-17 04:37:48.322145,30.1748,39.81,9.63518
2025-11-17 04:37:58.322145,22.875,32.22,9.34503
2025-11-17 04:38:08.322145,22.153,30.74,8.58703
2025-11-17 04:38:18.322145,17.4188,27.11,9.69124
2025-11-17 04:38:28.322145,26.4184,35.38,8.9616
2025-11-17 04:38:38.322145,31.0439,39.75,8.7061
2025-11-17 04:38:48.322145,22.3264,30.88,8.55357
