Timestamp,Presion_hPa,Temp_Motor_C,Luminosidad_RAW,Distancia_cm,Estado_Operacion
2025-11-17 04:19:28.322145,907.67,37.23,1,19.9,1
2025-11-17 04:19:38.322145,917.23,33.19,1,85.18,1
2025-11-17 04:19:48.322145,900.43,36.39,1,70.65,1
2025-11-17 04:19:58.322145,913.2,37.22,0,78.29,0
2025-11-17 04:20:08.322145,902.01,26.68,1,48.69,1
2025-11-17 04:20:18.322145,911.45,33.57,1,114.6,1
2025-11-17 04:20:28.322145,915.08,31.37,0,101.87,0
2025-11-17 04:20:38.322145,911.0,32.64,1,59.66,1
2025-11-17 04:20:48.322145,911.59,38.02,0,38.87,0
2025-11-17 04:20:58.322145,906.91,27.06,0,46.93,0
2025-11-17 04:21:08.322145,901.24,33.42,0,34.98,0
2025-11-17 04:21:18.322145,919.06,28.51,1,84.56,1
2025-11-17 04:21:28.322145,905.64,31.02,1,89.59,1
2025-11-17 04:21:38.322145,914.84,34.36,1,46.02,1
2025-11-17 04:21:48.322145,918.99,33.79,1,111.4,1
2025-11-17 04:21:58.322145,906.29,29.1,0,41.86,0
2025-11-17 04:22:08.322145,901.59,31.17,0,29.69,0
2025-11-17 04:22:18.322145,910.7,28.42,1,99.77,1
2025-11-17 04:22:28.322145,916.42,37.86,1,111.63,1
2025-11-17 04:22:38.322145,907.46,35.52,0,75.92,0
2025-11-17 04:22:48.322145,903.82,25.28,1,42.82,1
2025-11-17 04:22:58.322145,917.49,28.46,0,89.77,0
2025-11-17 04:23:08.322145,915.31,36.46,1,63.56,1
2025-11-17 04:23:18.322145,900.21,28.41,1,60.47,1
2025-11-17 04:23:28.322145,907.43,30.76,1,99.09,1
2025-11-17 04:23:38.322145,910.17,27.77,0,47.02,0
2025-11-17 04:23:48.322145,915.16,32.43,1,36.71,1
2025-11-17 04:23:58.322145,913.88,35.44,1,26.1,1
2025-11-17 04:24:08.322145,913.55,35.81,0,55.85,0
2025-11-17 04:24:18.322145,900.28,33.69,0,24.77,0
2025-11-17 04:24:28.322145,918.73,33.8,1,68.55,1
2025-11-17 04:24:38.322145,909.13,34.88,0,14.57,0
2025-11-17 04:24:48.322145,911.23,37.39,0,112.93,0
2025-11-17 04:24:58.322145,916.83,26.72,1,111.44,1
2025-11-17 04:25:08.322145,908.8,37.77,1,78.39,1
2025-11-17 04:25:18.322145,901.61,31.55,0,92.07,0
2025-11-17 04:25:28.322145,907.42,31.91,0,94.35,0
2025-11-17 04:25:38.322145,904.02,38.07,1,27.68,1
2025-11-17 04:25:48.322145,916.27,30.43,1,30.04,1
2025-11-17 04:25:58.322145,912.7,25.01,0,108.27,0
2025-11-17 04:26:08.322145,909.32,35.71,1,24.81,1
2025-11-17 04:26:18.322145,917.26,30.56,1,78.81,1
2025-11-17 04:26:28.322145,907.97,37.07,0,108.12,0
2025-11-17 04:26:38.322145,905.39,28.29,0,21.01,0
2025-11-17 04:26:48.322145,906.11,28.29,0,77.11,0
2025-11-17 04:26:58.322145,910.75,35.9,0,88.71,0
2025-11-17 04:27:08.322145,902.85,25.09,1,70.75,1
2025-11-17 04:27:18.322145,903.55,34.29,1,113.95,1
2025-11-17 04:27:28.322145,912.51,39.88,1,97.5,1
2025-11-17 04:27:38.322145,913.98,26.2,1,33.43,1
2025-11-17 04:27:48.322145,906.27,30.21,0,77.67,0
2025-11-17 04:27:58.322145,903.77,31.86,0,88.34,0
2025-11-17 04:28:08.322145,903.83,31.95,1,39.31,1
2025-11-17 04:28:18.322145,901.19,26.14,1,88.68,1
2025-11-17 04:28:28.322145,918.16,35.44,1,61.4,1
2025-11-17 04:28:38.322145,911.41,38.69,1,102.98,1
2025-11-17 04:28:48.322145,900.55,31.33,1,67.05,1
2025-11-17 04:28:58.322145,909.54,38.21,1,65.93,1
2025-11-17 04:29:08.322145,910.39,29.49,1,114.55,1
2025-11-17 04:29:18.322145,904.15,37.7,1,77.48,1
2025-11-17 04:29:28.322145,901.77,36.26,0,89.04,0
2025-11-17 04:29:38.322145,907.17,35.09,0,24.86,0
2025-11-17 04:29:48.322145,918.01,30.23,1,102.81,1
2025-11-17 04:29:58.322145,912.77,36.15,1,94.42,1
2025-11-17 04:30:08.322145,917.5,38.5,0,73.71,0
2025-11-17 04:30:18.322145,912.87,28.16,1,94.57,1
2025-11-17 04:30:28.322145,913.84,33.99,1,95.27,1
2025-11-17 04:30:38.322145,914.64,32.76,1,14.95,1
2025-11-17 04:30:48.322145,901.4,37.79,1,47.1,1
2025-11-17 04:30:58.322145,915.48,35.73,1,110.23,1
2025-11-17 04:31:08.322145,908.6,34.17,1,50.72,1
2025-11-17 04:31:18.322145,901.54,33.7,0,79.14,0
2025-11-17 04:31:28.322145,911.46,35.87,0,40.22,0
2025-11-17 04:31:38.322145,909.63,28.12,0,36.39,0
2025-11-17 04:31:48.322145,919.16,29.37,0,40.05,0
2025-11-17 04:31:58.322145,914.08,34.93,1,38.53,1
2025-11-17 04:32:08.322145,903.35,36.51,1,21.65,1
2025-11-17 04:32:18.322145,919.44,33.02,0,42.44,0
2025-11-17 04:32:28.322145,914.44,32.18,1,41.6,1
2025-11-17 04:32:38.322145,909.1,27.73,1,106.66,1
2025-11-17 04:32:48.322145,912.65,36.22,0,31.03,0
2025-11-17 04:32:58.322145,913.45,25.71,0,112.77,0
2025-11-17 04:33:08.322145,916.52,34.54,1,84.85,1
2025-11-17 04:33:18.322145,913.31,29.37,1,27.11,1
2025-11-17 04:33:28.322145,909.02,36.6,1,68.26,1
2025-11-17 04:33:38.322145,912.44,26.8,0,112.64,0
2025-11-17 04:33:48.322145,901.66,31.82,0,95.32,0
2025-11-17 04:33:58.322145,902.85,37.6,1,92.55,1
2025-11-17 04:34:08.322145,914.64,35.25,1,15.62,1
2025-11-17 04:34:18.322145,902.48,31.84,1,100.53,1
2025-11-17 04:34:28.322145,909.33,35.84,1,18.5,1
2025-11-17 04:34:38.322145,903.52,35.76,1,74.42,1
2025-11-17 04:34:48.322145,912.04,27.01,0,59.83,0
2025-11-17 04:34:58.322145,904.84,38.27,1,22.95,1
2025-11-17 04:35:08.322145,911.0,27.87,1,103.66,1
2025-11-17 04:35:18.322145,907.08,35.65,0,13.93,0
2025-11-17 04:35:28.322145,909.45,30.11,1,89.4,1
2025-11-17 04:35:38.322145,904.42,29.52,0,20.68,0
2025-11-17 04:35:48.322145,907.16,28.32,0,45.34,0
2025-11-17 04:35:58.322145,904.03,27.93,1,83.19,1
2025-11-17 04:36:08.322145,903.11,26.08,1,89.84,1
2025-11-17 04:36:18.322145,908.75,36.07,1,60.98,1
2025-11-17 04:36:28.322145,908.93,30.2,1,53.57,1
2025-11-17 04:36:38.322145,905.31,36.13,0,36.07,0
2025-11-17 04:36:48.322145,911.62,27.34,1,112.05,1
2025-11-17 04:36:58.322145,901.59,29.4,0,24.35,0
2025-11-17 04:37:08.322145,904.64,32.49,1,73.01,1
2025-11-17 04:37:18.322145,912.04,38.06,1,88.48,1
2025-11-17 04:37:28.322145,900.69,29.55,1,107.91,1
2025-11-17 04:37:38.322145,916.61,36.8,1,95.34,1
2025-11-17 04:37:48.322145,918.79,39.81,1,40.08,1
2025-11-17 04:37:58.322145,913.94,32.22,1,60.2,1
2025-11-17 04:38:08.322145,901.39,30.74,0,30.3,0
2025-11-17 04:38:18.322145,919.73,27.11,1,97.43,1
2025-11-17 04:38:28.322145,907.57,35.38,1,66.19,1
2025-11-17 04:38:38.322145,903.35,39.75,1,81.66,1
2025-11-17 04:38:48.322145,900.84,30.88,1,53.05,1
2025-11-17 04:38:58.322145,907.47,36.29,0,30.79,0
2025-11-17 04:39:08.322145,919.88,31.43,0,57.7,0
2025-11-17 04:39:18.322145,909.04,25.75,1,69.56,1
2025-11-17 04:39:28.322145,900.38,27.59,1,69.39,1
2025-11-17 04:39:38.322145,900.78,36.28,0,51.89,0
2025-11-17 04:39:48.322145,907.82,31.05,1,91.92,1
2025-11-17 04:39:58.322145,906.61,26.24,1,43.26,1
2025-11-17 04:40:08.322145,904.49,27.92,1,22.6,1
2025-11-17 04:40:18.322145,916.15,35.6,1,57.2,1
2025-11-17 04:40:28.322145,901.13,39.63,0,63.13,0
2025-11-17 04:40:38.322145,906.67,36.82,0,25.37,0
2025-11-17 04:40:48.322145,917.4,33.41,1,99.97,1
2025-11-17 04:40:58.322145,908.75,28.25,0,44.17,0
2025-11-17 04:41:08.322145,911.87,25.05,0,32.05,0
2025-11-17 04:41:18.322145,912.97,28.24,1,108.39,1
2025-11-17 04:41:28.322145,900.95,25.64,1,17.9,1
2025-11-17 04:41:38.322145,907.11,27.73,1,22.87,1
2025-11-17 04:41:48.322145,906.04,26.75,0,97.35,0
2025-11-17 04:41:58.322145,916.73,29.7,1,20.08,1
2025-11-17 04:42:08.322145,913.98,28.67,0,53.63,0
2025-11-17 04:42:18.322145,904.77,38.49,0,110.12,0
2025-11-17 04:42:28.322145,914.68,26.25,1,94.17,1
2025-11-17 04:42:38.322145,906.76,31.85,1,33.05,1
2025-11-17 04:42:48.322145,918.97,30.56,0,88.67,0
2025-11-17 04:42:58.322145,907.45,26.08,1,32.12,1
2025-11-17 04:43:08.322145,903.94,35.88,0,93.49,0
2025-11-17 04:43:18.322145,914.28,26.51,1,108.22,1
2025-11-17 04:43:28.322145,903.78,28.61,1,56.24,1
2025-11-17 04:43:38.322145,900.53,31.8,1,50.15,1
2025-11-17 04:43:48.322145,907.04,32.02,1,16.18,1
2025-11-17 04:43:58.322145,918.15,34.23,1,36.94,1
2025-11-17 04:44:08.322145,916.68,30.74,1,50.43,1
2025-11-17 04:44:18.322145,912.23,33.55,0,22.93,0
2025-11-17 04:44:28.322145,917.1,32.11,1,35.47,1
2025-11-17 04:44:38.322145,908.23,30.0,0,43.7,0
2025-11-17 04:44:48.322145,910.86,34.38,1,86.32,1
2025-11-17 04:44:58.322145,906.43,36.06,1,25.64,1
2025-11-17 04:45:08.322145,906.17,26.65,0,41.91,0
2025-11-17 04:45:18.322145,908.42,36.69,1,80.19,1
2025-11-17 04:45:28.322145,904.74,36.13,1,13.8,1
2025-11-17 04:45:38.322145,901.38,28.01,1,104.28,1
2025-11-17 04:45:48.322145,905.82,35.71,1,58.59,1
2025-11-17 04:45:58.322145,910.71,30.54,1,16.05,1
2025-11-17 04:46:08.322145,903.03,35.27,1,40.92,1
2025-11-17 04:46:18.322145,903.45,28.14,0,95.01,0
2025-11-17 04:46:28.322145,919.67,31.3,1,94.06,1
2025-11-17 04:46:38.322145,908.67,38.69,1,70.27,1
2025-11-17 04:46:48.322145,912.85,31.77,1,78.9,1
2025-11-17 04:46:58.322145,912.05,29.61,1,44.8,1
2025-11-17 04:47:08.322145,907.8,32.31,0,49.75,0
2025-11-17 04:47:18.322145,916.95,31.35,1,105.86,1
2025-11-17 04:47:28.322145,904.86,26.49,1,56.61,1
2025-11-17 04:47:38.322145,919.64,25.85,0,112.87,0
2025-11-17 04:47:48.322145,907.29,38.04,1,49.45,1
2025-11-17 04:47:58.322145,903.34,28.32,0,80.19,0
2025-11-17 04:48:08.322145,917.33,28.3,0,47.79,0
2025-11-17 04:48:18.322145,912.01,32.49,0,46.4,0
2025-11-17 04:48:28.322145,902.57,37.56,0,49.18,0
2025-11-17 04:48:38.322145,900.2,36.3,1,98.4,1
2025-11-17 04:48:48.322145,907.87,34.35,1,58.34,1
2025-11-17 04:48:58.322145,907.53,29.39,0,29.4,0
2025-11-17 04:49:08.322145,906.17,29.03,0,98.25,0
2025-11-17 04:49:18.322145,911.98,31.36,1,26.35,1
2025-11-17 04:49:28.322145,908.55,32.87,1,91.43,1
2025-11-17 04:49:38.322145,912.26,27.96,0,25.81,0
2025-11-17 04:49:48.322145,910.51,33.33,1,61.5,1
2025-11-17 04:49:58.322145,901.63,32.83,1,51.36,1
2025-11-17 04:50:08.322145,916.34,26.86,1,69.63,1
2025-11-17 04:50:18.322145,913.55,25.23,0,76.96,0
2025-11-17 04:50:28.322145,901.09,36.59,0,114.31,0
2025-11-17 04:50:38.322145,903.52,31.22,1,46.1,1
2025-11-17 04:50:48.322145,907.19,35.65,0,21.42,0
2025-11-17 04:50:58.322145,914.58,30.13,0,45.05,0
2025-11-17 04:51:08.322145,902.69,29.64,0,66.17,0
2025-11-17 04:51:18.322145,919.51,28.1,1,88.39,1
2025-11-17 04:51:28.322145,919.32,38.53,1,39.12,1
2025-11-17 04:51:38.322145,909.4,27.12,1,74.76,1
2025-11-17 04:51:48.322145,905.25,29.27,1,57.67,1
2025-11-17 04:51:58.322145,902.62,30.73,0,24.89,0
2025-11-17 04:52:08.322145,913.44,29.21,1,37.0,1
2025-11-17 04:52:18.322145,901.09,30.04,0,27.66,0
2025-11-17 04:52:28.322145,908.6,36.06,0,111.28,0
2025-11-17 04:52:38.322145,913.72,29.91,1,29.62,1
2025-11-17 04:52:48.322145,906.39,35.91,1,23.48,1
2025-11-17 04:52:58.322145,915.5,30.6,1,106.84,1
2025-11-17 04:53:08.322145,908.42,39.99,1,78.31,1
2025-11-17 04:53:18.322145,915.08,30.97,0,16.04,0
2025-11-17 04:53:28.322145,913.68,32.05,1,19.78,1
2025-11-17 04:53:38.322145,903.87,30.14,0,105.41,0
2025-11-17 04:53:48.322145,902.42,29.61,1,30.45,1
2025-11-17 04:53:58.322145,911.99,34.34,0,31.9,0
2025-11-17 04:54:08.322145,905.43,28.84,1,66.25,1
2025-11-17 04:54:18.322145,919.24,25.79,0,35.61,0
2025-11-17 04:54:28.322145,911.05,33.72,0,89.96,0
2025-11-17 04:54:38.322145,900.04,34.08,1,87.62,1
2025-11-17 04:54:48.322145,910.35,35.97,0,103.15,0
2025-11-17 04:54:58.322145,904.36,32.46,1,110.53,1
2025-11-17 04:55:08.322145,906.59,34.13,1,99.24,1
2025-11-17 04:55:18.322145,912.78,27.88,1,58.19,1
2025-11-17 04:55:28.322145,912.43,38.19,1,111.12,1
2025-11-17 04:55:38.322145,916.12,38.68,0,53.07,0
2025-11-17 04:55:48.322145,905.23,37.41,1,36.75,1
2025-11-17 04:55:58.322145,901.36,37.03,0,83.83,0
2025-11-17 04:56:08.322145,908.1,33.76,1,92.91,1
2025-11-17 04:56:18.322145,905.12,39.0,0,73.19,0
2025-11-17 04:56:28.322145,904.19,31.54,1,61.06,1
2025-11-17 04:56:38.322145,900.52,37.72,0,43.42,0
2025-11-17 04:56:48.322145,918.57,36.41,0,74.63,0
2025-11-17 04:56:58.322145,907.25,26.78,1,53.16,1
2025-11-17 04:57:08.322145,914.0,35.59,0,111.08,0
2025-11-17 04:57:18.322145,918.03,32.7,1,34.9,1
2025-11-17 04:57:28.322145,909.4,37.73,1,19.54,1
2025-11-17 04:57:38.322145,906.78,37.15,0,93.65,0
2025-11-17 04:57:48.322145,919.42,30.68,0,26.62,0
2025-11-17 04:57:58.322145,911.86,38.16,1,98.49,1
2025-11-17 04:58:08.322145,915.57,34.86,1,61.13,1
2025-11-17 04:58:18.322145,917.14,32.68,1,42.07,1
2025-11-17 04:58:28.322145,902.01,34.01,1,104.79,1
2025-11-17 04:58:38.322145,904.03,35.67,0,63.91,0
2025-11-17 04:58:48.322145,910.03,34.5,0,48.97,0
2025-11-17 04:58:58.322145,903.63,26.17,0,107.8,0
2025-11-17 04:59:08.322145,903.17,27.61,1,18.87,1
2025-11-17 04:59:18.322145,914.72,34.16,1,24.9,1
2025-11-17 04:59:28.322145,911.08,25.09,1,25.69,1
2025-11-17 04:59:38.322145,914.77,31.74,1,52.02,1
2025-11-17 04:59:48.322145,905.02,31.23,0,20.34,0
2025-11-17 04:59:58.322145,903.26,34.96,1,102.92,1
2025-11-17 05:00:08.322145,906.95,30.49,1,42.94,1
2025-11-17 05:00:18.322145,918.91,39.4,1,96.54,1
2025-11-17 05:00:28.322145,900.4,36.81,1,111.31,1
2025-11-17 05:00:38.322145,914.61,26.88,0,15.69,0
2025-11-17 05:00:48.322145,911.8,33.93,1,90.74,1
2025-11-17 05:00:58.322145,909.57,37.05,1,33.36,1
2025-11-17 05:01:08.322145,901.64,39.91,1,89.95,1
2025-11-17 05:01:18.322145,912.88,37.43,0,34.16,0
2025-11-17 05:01:28.322145,917.72,26.04,1,58.11,1
2025-11-17 05:01:38.322145,900.81,32.27,1,101.71,1
2025-11-17 05:01:48.322145,904.57,35.22,1,100.01,1
2025-11-17 05:01:58.322145,916.73,29.7,1,107.32,1
2025-11-17 05:02:08.322145,918.19,33.56,1,63.09,1
2025-11-17 05:02:18.322145,900.97,39.92,1,58.87,1
2025-11-17 05:02:28.322145,910.99,30.8,1,27.57,1
2025-11-17 05:02:38.322145,903.69,32.97,1,45.73,1
2025-11-17 05:02:48.322145,906.56,27.89,1,113.23,1
2025-11-17 05:02:58.322145,913.83,36.04,1,56.05,1
2025-11-17 05:03:08.322145,907.09,31.4,1,46.15,1
2025-11-17 05:03:18.322145,911.17,39.25,1,104.88,1
2025-11-17 05:03:28.322145,905.21,31.05,1,61.01,1
2025-11-17 05:03:38.322145,918.56,37.93,0,56.12,0
2025-11-17 05:03:48.322145,914.71,39.16,1,90.13,1
2025-11-17 05:03:58.322145,900.93,28.56,0,98.29,0
2025-11-17 05:04:08.322145,916.43,28.69,0,89.65,0
2025-11-17 05:04:18.322145,905.9,34.51,1,110.5,1
2025-11-17 05:04:28.322145,909.13,38.68,1,109.08,1
2025-11-17 05:04:38.322145,901.21,31.39,1,29.64,1
2025-11-17 05:04:48.322145,914.29,25.52,0,71.54,0
2025-11-17 05:04:58.322145,910.07,39.55,1,78.93,1
2025-11-17 05:05:08.322145,905.83,29.02,1,114.83,1
2025-11-17 05:05:18.322145,906.57,26.23,1,96.71,1
2025-11-17 05:05:28.322145,917.69,28.57,1,71.42,1
2025-11-17 05:05:38.322145,900.85,35.02,0,73.05,0
2025-11-17 05:05:48.322145,913.2,39.07,1,99.38,1
2025-11-17 05:05:58.322145,913.86,35.13,1,38.28,1
2025-11-17 05:06:08.322145,900.07,25.24,0,104.53,0
2025-11-17 05:06:18.322145,911.58,29.18,1,20.86,1
2025-11-17 05:06:28.322145,914.31,38.53,1,85.51,1
2025-11-17 05:06:38.322145,916.43,29.71,0,43.14,0
2025-11-17 05:06:48.322145,917.52,29.61,1,17.74,1
2025-11-17 05:06:58.322145,914.32,26.16,1,106.8,1
2025-11-17 05:07:08.322145,918.82,37.97,0,68.83,0
2025-11-17 05:07:18.322145,910.16,31.45,1,68.82,1
2025-11-17 05:07:28.322145,906.81,35.93,0,53.09,0
2025-11-17 05:07:38.322145,904.04,35.21,1,43.92,1
2025-11-17 05:07:48.322145,905.46,29.5,1,38.93,1
2025-11-17 05:07:58.322145,918.16,25.73,0,45.96,0
2025-11-17 05:08:08.322145,915.8,30.68,0,19.84,0
2025-11-17 05:08:18.322145,914.7,32.16,1,50.74,1
2025-11-17 05:08:28.322145,910.03,34.68,1,67.18,1
2025-11-17 05:08:38.322145,900.03,37.55,0,95.69,0
2025-11-17 05:08:48.322145,904.31,38.92,1,112.7,1
2025-11-17 05:08:58.322145,904.35,32.69,1,69.47,1
2025-11-17 05:09:08.322145,905.14,33.08,1,42.16,1
2025-11-17 05:09:18.322145,908.64,37.69,0,19.63,0
2025-11-17 05:09:28.322145,915.23,31.3,0,103.26,0
2025-11-17 05:09:38.322145,905.92,29.76,1,51.78,1
2025-11-17 05:09:48.322145,916.93,32.15,0,44.02,0
2025-11-17 05:09:58.322145,901.48,34.04,1,74.48,1
2025-11-17 05:10:08.322145,915.1,31.01,0,67.27,0
2025-11-17 05:10:18.322145,917.25,38.48,0,69.98,0
2025-11-17 05:10:28.322145,906.74,29.17,1,46.2,1
2025-11-17 05:10:38.322145,908.35,25.34,1,75.78,1
2025-11-17 05:10:48.322145,918.78,34.28,1,79.73,1
2025-11-17 05:10:58.322145,913.7,26.92,1,111.47,1
2025-11-17 05:11:08.322145,914.22,36.99,0,90.81,0
2025-11-17 05:11:18.322145,900.6,31.53,1,77.83,1
2025-11-17 05:11:28.322145,912.09,36.98,1,47.91,1
2025-11-17 05:11:38.322145,901.52,38.18,1,39.56,1
2025-11-17 05:11:48.322145,904.73,35.74,1,17.57,1
2025-11-17 05:11:58.322145,917.3,25.73,1,57.51,1
2025-11-17 05:12:08.322145,904.61,38.81,1,95.67,1
2025-11-17 05:12:18.322145,902.67,26.22,0,51.53,0
2025-11-17 05:12:28.322145,901.26,36.65,1,49.84,1
2025-11-17 05:12:38.322145,905.67,38.2,0,97.38,0
2025-11-17 05:12:48.322145,912.68,28.02,0,41.3,0
2025-11-17 05:12:58.322145,901.38,25.58,1,113.35,1
2025-11-17 05:13:08.322145,906.66,31.0,1,109.48,1
2025-11-17 05:13:18.322145,906.21,28.63,1,32.46,1
2025-11-17 05:13:28.322145,900.78,28.05,1,96.37,1
2025-11-17 05:13:38.322145,908.98,32.41,0,51.85,0
2025-11-17 05:13:48.322145,906.21,27.75,1,88.06,1
2025-11-17 05:13:58.322145,901.99,26.24,0,66.57,0
2025-11-17 05:14:08.322145,913.53,27.78,1,84.34,1
2025-11-17 05:14:18.322145,908.23,27.84,0,70.7,0
2025-11-17 05:14:28.322145,911.79,34.79,0,90.02,0
2025-11-17 05:14:38.322145,900.19,38.72,1,110.83,1
2025-11-17 05:14:48.322145,915.29,37.88,0,67.89,0
2025-11-17 05:14:58.322145,908.17,25.16,1,66.08,1
2025-11-17 05:15:08.322145,900.21,36.12,1,30.08,1
2025-11-17 05:15:18.322145,905.95,28.65,1,95.65,1
2025-11-17 05:15:28.322145,907.27,38.58,1,113.63,1
2025-11-17 05:15:38.322145,902.4,38.41,0,91.51,0
2025-11-17 05:15:48.322145,912.14,29.91,1,25.34,1
2025-11-17 05:15:58.322145,913.43,34.28,1,67.65,1
2025-11-17 05:16:08.322145,917.69,32.08,1,105.14,1
2025-11-17 05:16:18.322145,915.79,25.81,0,70.62,0
2025-11-17 05:16:28.322145,905.95,38.77,0,85.13,0
2025-11-17 05:16:38.322145,909.75,32.98,0,48.62,0
2025-11-17 05:16:48.322145,913.37,36.53,1,98.88,1
2025-11-17 05:16:58.322145,901.27,37.3,1,75.76,1
2025-11-17 05:17:08.322145,909.48,37.39,1,45.44,1
2025-11-17 05:17:18.322145,904.48,35.35,1,59.83,1
2025-11-17 05:17:28.322145,901.76,39.35,0,13.23,0
2025-11-17 05:17:38.322145,904.6,35.79,1,90.64,1
2025-11-17 05:17:48.322145,905.55,28.01,1,56.24,1
2025-11-17 05:17:58.322145,902.56,33.64,1,107.27,1
2025-11-17 05:18:08.322145,909.97,28.62,0,73.88,0
2025-11-17 05:18:18.322145,917.38,27.19,0,24.54,0
2025-11-17 05:18:28.322145,915.85,32.8,1,36.45,1
2025-11-17 05:18:38.322145,901.24,33.12,0,84.61,0
2025-11-17 05:18:48.322145,914.97,27.56,0,102.7,0
2025-11-17 05:18:58.322145,902.7,33.33,0,85.13,0
2025-11-17 05:19:08.322145,907.3,30.93,1,79.08,1
2025-11-17 05:19:18.322145,900.52,29.2,0,59.28,0
2025-11-17 05:19:28.322145,908.35,39.11,0,69.08,0
2025-11-17 05:19:38.322145,909.42,30.53,1,64.04,1
2025-11-17 05:19:48.322145,903.97,31.06,0,68.77,0
2025-11-17 05:19:58.322145,903.76,36.16,0,14.45,0
2025-11-17 05:20:08.322145,904.28,28.65,1,35.55,1
2025-11-17 05:20:18.322145,917.33,26.86,0,45.37,0
2025-11-17 05:20:28.322145,916.31,31.63,0,18.7,0
2025-11-17 05:20:38.322145,919.24,26.78,1,91.56,1
2025-11-17 05:20:48.322145,911.27,31.19,0,65.74,0
2025-11-17 05:20:58.322145,912.47,39.81,1,40.89,1
2025-11-17 05:21:08.322145,901.85,25.61,0,44.55,0
2025-11-17 05:21:18.322145,913.4,27.45,1,63.44,1
2025-11-17 05:21:28.322145,908.02,30.44,0,106.05,0
2025-11-17 05:21:38.322145,918.84,26.95,0,45.61,0
2025-11-17 05:21:48.322145,909.75,29.15,0,66.9,0
2025-11-17 05:21:58.322145,909.85,32.02,1,88.69,1
2025-11-17 05:22:08.322145,904.66,27.38,0,40.64,0
2025-11-17 05:22:18.322145,905.1,33.29,1,69.29,1
2025-11-17 05:22:28.322145,900.96,38.58,1,32.92,1
2025-11-17 05:22:38.322145,913.24,35.86,0,46.19,0
2025-11-17 05:22:48.322145,912.5,26.92,1,65.11,1
2025-11-17 05:22:58.322145,917.47,35.0,1,27.52,1
2025-11-17 05:23:08.322145,913.15,38.92,1,74.05,1
2025-11-17 05:23:18.322145,916.36,38.42,1,46.52,1
2025-11-17 05:23:28.322145,906.21,31.44,1,48.69,1
2025-11-17 05:23:38.322145,903.3,38.48,1,103.01,1
2025-11-17 05:23:48.322145,900.56,32.57,1,59.35,1
2025-11-17 05:23:58.322145,902.14,28.71,1,111.72,1
2025-11-17 05:24:08.322145,913.57,35.26,1,63.07,1
2025-11-17 05:24:18.322145,903.45,35.59,0,76.6,0
2025-11-17 05:24:28.322145,910.67,37.12,1,44.41,1
2025-11-17 05:24:38.322145,919.88,38.43,1,41.13,1
2025-11-17 05:24:48.322145,911.44,25.22,1,79.54,1
2025-11-17 05:24:58.322145,918.53,35.07,1,46.45,1
2025-11-17 05:25:08.322145,915.67,39.27,1,42.58,1
2025-11-17 05:25:18.322145,919.66,38.93,1,34.29,1
2025-11-17 05:25:28.322145,910.44,25.66,0,13.78,0
2025-11-17 05:25:38.322145,906.61,31.64,1,78.83,1
2025-11-17 05:25:48.322145,905.58,33.11,0,22.64,0
2025-11-17 05:25:58.322145,908.39,29.73,1,29.25,1
2025-11-17 05:26:08.322145,914.6,31.28,0,80.25,0
2025-11-17 05:26:18.322145,904.58,32.63,1,43.62,1
2025-11-17 05:26:28.322145,900.33,31.12,1,12.66,1
2025-11-17 05:26:38.322145,904.49,29.09,0,113.64,0
2025-11-17 05:26:48.322145,904.38,30.12,0,89.88,0
2025-11-17 05:26:58.322145,900.15,39.67,1,46.52,1
2025-11-17 05:27:08.322145,918.56,26.39,0,39.76,0
2025-11-17 05:27:18.322145,903.41,28.11,1,65.24,1
2025-11-17 05:27:28.322145,916.36,28.06,1,79.22,1
2025-11-17 05:27:38.322145,910.93,35.81,1,77.05,1
2025-11-17 05:27:48.322145,904.08,34.43,1,54.87,1
2025-11-17 05:27:58.322145,911.31,32.18,0,31.39,0
2025-11-17 05:28:08.322145,900.69,36.73,1,114.42,1
2025-11-17 05:28:18.322145,906.43,27.13,1,64.19,1
2025-11-17 05:28:28.322145,904.25,26.55,1,82.16,1
2025-11-17 05:28:38.322145,912.86,25.91,1,48.59,1
2025-11-17 05:28:48.322145,902.34,33.73,0,13.78,0
2025-11-17 05:28:58.322145,904.1,36.29,0,44.08,0
2025-11-17 05:29:08.322145,905.87,38.03,1,36.94,1
2025-11-17 05:29:18.322145,918.83,29.55,1,32.01,1
2025-11-17 05:29:28.322145,916.5,33.51,1,46.76,1
2025-11-17 05:29:38.322145,902.71,27.92,1,59.12,1
2025-11-17 05:29:48.322145,905.77,26.95,0,53.68,0
2025-11-17 05:29:58.322145,908.28,27.54,0,39.76,0
2025-11-17 05:30:08.322145,911.72,36.98,0,88.49,0
2025-11-17 05:30:18.322145,904.6,25.69,1,78.02,1
2025-11-17 05:30:28.322145,919.94,38.38,1,67.51,1
2025-11-17 05:30:38.322145,919.74,38.94,1,47.2,1
2025-11-17 05:30:48.322145,913.04,32.91,0,89.36,0
2025-11-17 05:30:58.322145,915.16,27.42,0,53.31,0
2025-11-17 05:31:08.322145,919.83,38.23,1,58.56,1
2025-11-17 05:31:18.322145,911.1,27.3,0,22.96,0
2025-11-17 05:31:28.322145,903.84,39.18,1,48.87,1
2025-11-17 05:31:38.322145,913.73,39.33,1,49.86,1
2025-11-17 05:31:48.322145,900.64,38.52,1,69.44,1
